transaction_id,transaction_date,transaction_amount,account_number,category_id,type
507,8/18/2023,697.34,1293812389,19001000,outgoing
508,10/17/2023,2934.97,1293812389,17007000,outgoing
509,10/19/2023,2474.29,1293812389,17006001,outgoing
510,4/29/2024,1566.62,1293812389,21001000,outgoing
511,3/17/2024,1269.79,1293812389,17007000,outgoing
512,10/17/2023,499.12,1293812389,19001000,outgoing
513,2/4/2024,426.06,1293812389,22009000,outgoing
514,9/13/2023,635.91,1293812389,17018000,outgoing
515,1/14/2024,2520.23,1293812389,17006001,outgoing
516,3/14/2024,708.07,1293812389,18004000,outgoing
517,2/9/2024,1962.25,1293812389,13005032,outgoing
518,8/18/2023,693.32,1293812389,19011000,outgoing
519,5/8/2024,1249.74,1293812389,19011000,incoming
520,12/1/2023,772.86,1293812389,20015000,outgoing
521,8/24/2023,1877.72,1293812389,18009000,outgoing
522,7/13/2023,1588.18,1293812389,13005032,outgoing
523,9/3/2023,567.26,1293812389,22014000,outgoing
524,4/2/2024,2357.13,1293812389,19013000,outgoing
525,12/24/2023,2714.27,1293812389,19019000,outgoing
526,4/29/2024,2943.28,1293812389,19013000,outgoing
527,10/9/2023,1723.03,1293812389,19011000,outgoing
528,3/15/2024,971.81,1293812389,22014000,outgoing
529,2/29/2024,358.9,1293812389,20015000,outgoing
530,2/7/2024,661.37,1293812389,19013000,incoming
531,3/12/2024,713.87,1293812389,18004000,outgoing
532,1/8/2024,787.97,1293812389,21001000,outgoing
533,9/2/2023,1564.2,1293812389,22014000,outgoing
534,12/20/2023,300.21,1293812389,22009000,incoming
535,1/6/2024,2534.72,1293812389,17018000,outgoing
536,10/11/2023,625.95,1293812389,17006001,outgoing
537,4/18/2024,731.99,1293812389,17018000,outgoing
538,10/16/2023,2091.81,1293812389,18030000,outgoing
539,3/16/2024,2827.24,1293812389,19013000,outgoing
540,12/5/2023,1185.13,1293812389,22016000,outgoing
541,5/12/2024,2735.26,1293812389,19019000,outgoing
542,8/29/2023,2688.48,1293812389,18030000,outgoing
543,10/17/2023,670.91,1293812389,18009000,outgoing
544,3/9/2024,471.19,1293812389,22014000,outgoing
545,7/9/2023,398.24,1293812389,19013000,outgoing
546,5/10/2024,549.95,1293812389,17018000,outgoing
547,12/12/2023,2163.77,1293812389,19013000,outgoing
548,3/12/2024,101.58,1293812389,22016000,incoming
549,2/23/2024,2754.42,1293812389,13005032,outgoing
550,4/30/2024,128.92,1293812389,17007000,outgoing
551,9/11/2023,2001.87,1293812389,22009000,outgoing
552,11/20/2023,1438.17,1293812389,18009000,outgoing
553,7/30/2023,2703.07,1293812389,19019000,outgoing
554,12/19/2023,458.62,1293812389,18009000,incoming
555,9/2/2023,955.59,1293812389,17006001,outgoing
556,9/18/2023,182.08,1293812389,17007000,outgoing
557,5/5/2024,2253.95,1293812389,18009000,outgoing
558,5/17/2024,312.74,1293812389,22014000,incoming
559,12/3/2023,2776.43,1293812389,21001000,outgoing
560,1/23/2024,1944.41,1293812389,19011000,outgoing
561,1/5/2024,363.57,1293812389,18004000,outgoing
562,11/27/2023,12.58,1293812389,17007000,outgoing
563,8/25/2023,2878.6,1293812389,18004000,outgoing
564,4/10/2024,2944.38,1293812389,20015000,outgoing
565,8/31/2023,548.98,1293812389,13005032,outgoing
566,5/2/2024,563.67,1293812389,22014000,outgoing
567,11/18/2023,1953.17,1293812389,22014000,outgoing
568,5/6/2024,1547.75,1293812389,22016000,incoming
569,5/12/2024,1262.15,1293812389,22014000,outgoing
570,11/20/2023,738.88,1293812389,20015000,outgoing
571,1/13/2024,2902.51,1293812389,19019000,outgoing
572,2/9/2024,2069.89,1293812389,19013000,outgoing
573,3/2/2024,77.45,1293812389,20015000,outgoing
574,9/19/2023,2927.86,1293812389,13005032,outgoing
575,7/9/2023,2001.69,1293812389,17006001,outgoing
576,11/4/2023,571.63,1293812389,20015000,outgoing
577,12/26/2023,1882.46,1293812389,22014000,outgoing
578,11/12/2023,2396.29,1293812389,19019000,outgoing
579,11/9/2023,1344.12,1293812389,22009000,outgoing
580,8/29/2023,1911.72,1293812389,19011000,outgoing
581,9/23/2023,2840.77,1293812389,22009000,incoming
582,11/15/2023,1966.74,1293812389,19019000,outgoing
583,4/28/2024,2307.53,1293812389,19011000,outgoing
584,7/27/2023,1446.29,1293812389,21001000,outgoing
585,10/31/2023,2477.47,1293812389,17006001,outgoing
586,8/3/2023,723.21,1293812389,13005032,outgoing
587,12/5/2023,1677.3,1293812389,17007000,incoming
588,12/6/2023,617.32,1293812389,18030000,outgoing
589,9/4/2023,145.76,1293812389,17007000,outgoing
590,9/3/2023,1715.99,1293812389,20015000,outgoing
591,7/8/2023,695.04,1293812389,13005032,outgoing
592,11/4/2023,1361.15,1293812389,17018000,outgoing
593,11/12/2023,1427.5,1293812389,19011000,outgoing
594,3/4/2024,1755.69,1293812389,13005032,outgoing
595,1/16/2024,2352.79,1293812389,18009000,outgoing
596,12/4/2023,1334.87,1293812389,19001000,outgoing
597,11/11/2023,2726.01,1293812389,19001000,outgoing
598,7/25/2023,2283.73,1293812389,18030000,outgoing
599,7/27/2023,2579.47,1293812389,19001000,outgoing
600,5/17/2024,398.77,1293812389,17007000,outgoing
601,12/31/2023,1668.83,1293812389,20015000,outgoing
602,11/28/2023,2308.1,1293812389,19001000,outgoing
603,3/13/2024,1884.24,1293812389,20015000,outgoing
604,12/23/2023,1479.17,1293812389,19013000,outgoing
605,7/30/2023,720.04,1293812389,19001000,incoming
606,11/8/2023,960.74,1293812389,19019000,outgoing
607,8/15/2023,953.61,1293812389,22014000,outgoing
608,4/2/2024,2234.47,1293812389,21001000,outgoing
609,11/20/2023,1230.23,1293812389,19001000,outgoing
610,1/27/2024,2541.06,1293812389,19019000,outgoing
611,10/12/2023,2938.09,1293812389,17007000,incoming
612,7/30/2023,2314.08,1293812389,18004000,outgoing
613,12/5/2023,1082.51,1293812389,19001000,outgoing
614,5/14/2024,1165.66,1293812389,17007000,outgoing
615,11/27/2023,26.82,1293812389,22016000,outgoing
616,3/28/2024,2768.55,1293812389,19001000,outgoing
617,12/28/2023,68.06,1293812389,22016000,outgoing
618,11/7/2023,501.04,1293812389,20015000,outgoing
619,8/1/2023,2018.11,1293812389,17006001,outgoing
620,1/1/2024,2694.4,1293812389,22016000,outgoing
621,2/10/2024,2230.39,1293812389,22016000,outgoing
622,1/6/2024,680.28,1293812389,17018000,outgoing
623,2/25/2024,453.98,1293812389,19011000,outgoing
624,7/21/2023,832.64,1293812389,18009000,incoming
625,4/1/2024,2691.37,1293812389,18030000,outgoing
626,3/25/2024,431.04,1293812389,22016000,incoming
627,10/16/2023,2449.59,1293812389,19011000,outgoing
628,4/29/2024,1567.65,1293812389,18030000,outgoing
629,7/30/2023,2590.85,1293812389,19019000,outgoing
630,2/14/2024,1521.32,1293812389,18009000,outgoing
631,4/23/2024,77.79,1293812389,22016000,outgoing
632,7/25/2023,1222.53,1293812389,18009000,outgoing
633,10/1/2023,85.18,1293812389,18009000,outgoing
634,8/31/2023,2776.27,1293812389,19013000,outgoing
635,2/6/2024,2168.39,1293812389,18004000,outgoing
636,2/9/2024,1800.91,1293812389,17018000,outgoing
637,8/4/2023,1494.95,1293812389,18030000,outgoing
638,11/28/2023,508.05,1293812389,13005032,outgoing
639,10/1/2023,2368.2,1293812389,19011000,outgoing
640,5/15/2024,2497.64,1293812389,19019000,outgoing
641,1/30/2024,2663.15,1293812389,17007000,outgoing
642,7/31/2023,2017.46,1293812389,19013000,outgoing
643,3/3/2024,2634.25,1293812389,19019000,outgoing
644,9/11/2023,2027.54,1293812389,17006001,outgoing
645,7/22/2023,2192.29,1293812389,20015000,outgoing
646,2/2/2024,1247.24,1293812389,19001000,outgoing
647,10/17/2023,2471.04,1293812389,18030000,outgoing
648,8/8/2023,2852.88,1293812389,19013000,outgoing
649,11/12/2023,1950.63,1293812389,22016000,outgoing
650,1/29/2024,2230.62,1293812389,18030000,outgoing
651,4/2/2024,256.79,1293812389,18004000,outgoing
652,10/2/2023,1903.28,1293812389,17006001,outgoing
653,3/23/2024,2877.0,1293812389,22016000,outgoing
654,3/4/2024,2253.38,1293812389,18030000,outgoing
655,3/27/2024,1229.93,1293812389,17007000,outgoing
656,3/30/2024,1708.65,1293812389,19013000,outgoing
657,12/10/2023,2563.3,1293812389,13005032,outgoing
658,7/26/2023,942.39,1293812389,19013000,outgoing
659,4/16/2024,1836.99,1293812389,17018000,incoming
660,4/28/2024,1464.55,1293812389,19001000,outgoing
661,11/20/2023,2469.2,1293812389,19001000,outgoing
662,7/18/2023,2649.05,1293812389,22009000,outgoing
663,5/7/2024,822.18,1293812389,13005032,outgoing
664,10/15/2023,156.2,1293812389,17006001,outgoing
665,8/23/2023,2064.71,1293812389,22016000,outgoing
666,4/19/2024,1298.89,1293812389,17006001,outgoing
667,5/2/2024,2296.93,1293812389,19011000,outgoing
668,2/27/2024,1559.79,1293812389,21001000,incoming
669,8/6/2023,401.33,1293812389,17006001,outgoing
670,7/21/2023,851.86,1293812389,22016000,outgoing
671,1/23/2024,1665.37,1293812389,21001000,outgoing
672,12/22/2023,1661.88,1293812389,22016000,outgoing
673,11/13/2023,1638.77,1293812389,20015000,incoming
674,4/1/2024,2130.61,1293812389,19011000,outgoing
675,12/10/2023,2325.65,1293812389,19011000,outgoing
676,1/10/2024,674.34,1293812389,17007000,incoming
677,10/9/2023,2800.72,1293812389,13005032,outgoing
678,11/21/2023,2476.75,1293812389,22014000,outgoing
679,12/13/2023,2604.79,1293812389,22009000,outgoing
680,4/29/2024,1461.42,1293812389,22014000,outgoing
681,9/5/2023,1844.45,1293812389,22009000,outgoing
682,11/12/2023,2984.68,1293812389,21001000,outgoing
683,11/29/2023,1413.78,1293812389,19001000,outgoing
684,12/31/2023,926.47,1293812389,19019000,outgoing
685,8/12/2023,2361.1,1293812389,17007000,outgoing
686,10/5/2023,1362.99,1293812389,22016000,outgoing
687,10/25/2023,1674.61,1293812389,18009000,outgoing
688,7/19/2023,1389.98,1293812389,19019000,outgoing
689,8/2/2023,1338.44,1293812389,17006001,outgoing
690,1/8/2024,2550.35,1293812389,18009000,outgoing
691,3/28/2024,1051.22,1293812389,17007000,outgoing
692,7/23/2023,1481.82,1293812389,17006001,outgoing
693,12/12/2023,660.52,1293812389,21001000,outgoing
694,1/12/2024,2118.81,1293812389,18004000,outgoing
695,4/11/2024,1919.06,1293812389,22014000,incoming
696,7/20/2023,2464.32,1293812389,18004000,outgoing
697,1/6/2024,1290.33,1293812389,21001000,outgoing
698,2/11/2024,1936.18,1293812389,19001000,outgoing
699,12/3/2023,188.02,1293812389,18009000,outgoing
700,11/16/2023,870.57,1293812389,17006001,outgoing
701,3/27/2024,1505.39,1293812389,22009000,outgoing
702,2/19/2024,1218.65,1293812389,19001000,outgoing
703,9/22/2023,2293.22,1293812389,19011000,outgoing
704,12/29/2023,1000.87,1293812389,20015000,outgoing
705,1/25/2024,173.89,1293812389,20015000,outgoing
706,8/8/2023,2050.95,1293812389,22014000,outgoing
707,3/6/2024,2741.96,1293812389,19019000,outgoing
708,12/2/2023,2191.04,1293812389,17007000,outgoing
709,11/21/2023,488.76,1293812389,18030000,outgoing
710,3/20/2024,8.97,1293812389,22016000,outgoing
711,1/15/2024,2776.2,1293812389,22016000,outgoing
712,2/26/2024,947.65,1293812389,22016000,outgoing
713,5/14/2024,2179.35,1293812389,19013000,outgoing
714,10/31/2023,2051.88,1293812389,22016000,outgoing
715,1/2/2024,143.18,1293812389,21001000,outgoing
716,2/5/2024,2561.75,1293812389,19019000,outgoing
717,11/3/2023,1658.42,1293812389,19001000,outgoing
718,12/4/2023,1217.8,1293812389,18009000,outgoing
719,4/2/2024,1805.9,1293812389,18030000,outgoing
720,11/25/2023,1063.27,1293812389,17018000,outgoing
721,2/15/2024,2917.77,1293812389,13005032,outgoing
722,4/18/2024,1634.47,1293812389,19001000,outgoing
723,11/29/2023,1438.03,1293812389,17006001,outgoing
724,4/14/2024,1091.77,1293812389,13005032,outgoing
725,4/20/2024,2909.0,1293812389,18009000,outgoing
726,2/4/2024,2913.42,1293812389,18004000,outgoing
727,1/21/2024,1796.02,1293812389,19001000,outgoing
728,7/19/2023,2503.07,1293812389,19013000,outgoing
729,2/10/2024,1100.27,1293812389,18004000,outgoing
730,7/30/2023,813.7,1293812389,17006001,outgoing
731,1/31/2024,2573.53,1293812389,19013000,outgoing
732,3/27/2024,2548.73,1293812389,19011000,outgoing
733,9/3/2023,1072.14,1293812389,18004000,outgoing
734,5/2/2024,561.97,1293812389,17006001,outgoing
735,2/14/2024,707.04,1293812389,18030000,outgoing
736,4/18/2024,643.51,1293812389,19019000,outgoing
737,12/28/2023,826.93,1293812389,21001000,outgoing
738,1/26/2024,2951.75,1293812389,21001000,outgoing
739,7/10/2023,1959.07,1293812389,22016000,outgoing
740,12/9/2023,1692.15,1293812389,17007000,outgoing
741,10/14/2023,2505.04,1293812389,18030000,outgoing
742,2/6/2024,936.71,1293812389,19019000,outgoing
743,9/22/2023,320.42,1293812389,17007000,outgoing
744,3/24/2024,2191.49,1293812389,17007000,outgoing
745,2/8/2024,1562.81,1293812389,21001000,outgoing
746,2/15/2024,1873.93,1293812389,21001000,outgoing
747,1/18/2024,1654.45,1293812389,13005032,outgoing
748,11/13/2023,571.84,1293812389,21001000,outgoing
749,1/6/2024,156.84,1293812389,18030000,outgoing
750,9/15/2023,1762.0,1293812389,18009000,outgoing
751,3/22/2024,2682.04,1293812389,20015000,outgoing
752,7/13/2023,1451.5,1293812389,19013000,outgoing
753,1/6/2024,558.59,1293812389,22014000,outgoing
754,7/28/2023,1858.96,1293812389,17006001,outgoing
755,7/29/2023,2208.75,1293812389,18030000,outgoing
756,4/3/2024,1319.21,1293812389,17006001,outgoing
757,1/8/2024,248.36,1293812389,19019000,outgoing
758,1/19/2024,1669.76,1293812389,18004000,outgoing
759,11/14/2023,200.08,1293812389,21001000,incoming
760,7/18/2023,2914.66,1293812389,17018000,outgoing
761,2/20/2024,2924.19,1293812389,18004000,outgoing
762,11/1/2023,1896.3,1293812389,18030000,outgoing
763,3/19/2024,756.83,1293812389,22016000,outgoing
764,1/13/2024,566.73,1293812389,21001000,outgoing
765,2/7/2024,1756.67,1293812389,13005032,outgoing
766,11/21/2023,615.41,1293812389,19013000,outgoing
767,12/18/2023,906.21,1293812389,17018000,outgoing
768,10/11/2023,873.84,1293812389,19001000,outgoing
769,9/5/2023,443.9,1293812389,22009000,outgoing
770,8/15/2023,771.23,1293812389,21001000,outgoing
771,1/8/2024,2166.52,1293812389,17007000,outgoing
772,4/12/2024,1327.45,1293812389,19013000,outgoing
773,2/3/2024,280.83,1293812389,18004000,outgoing
774,11/25/2023,1295.87,1293812389,19019000,outgoing
775,5/14/2024,594.32,1293812389,22009000,outgoing
776,4/22/2024,2848.34,1293812389,18004000,outgoing
777,9/29/2023,1091.67,1293812389,22009000,outgoing
778,4/23/2024,1976.02,1293812389,17006001,outgoing
779,10/6/2023,1442.45,1293812389,19001000,outgoing
780,7/13/2023,2730.89,1293812389,17007000,outgoing
781,9/1/2023,2940.31,1293812389,22014000,outgoing
782,9/28/2023,2984.53,1293812389,22009000,outgoing
783,12/22/2023,1262.77,1293812389,19011000,outgoing
784,10/29/2023,2107.25,1293812389,17007000,outgoing
785,11/13/2023,789.75,1293812389,18004000,outgoing
786,11/17/2023,1228.04,1293812389,21001000,outgoing
787,5/11/2024,838.76,1293812389,18030000,outgoing
788,7/8/2023,909.77,1293812389,20015000,outgoing
789,2/18/2024,439.74,1293812389,17018000,outgoing
790,8/5/2023,944.71,1293812389,18030000,outgoing
791,12/5/2023,2625.77,1293812389,22016000,outgoing
792,1/21/2024,2926.72,1293812389,22016000,incoming
793,7/25/2023,1296.0,1293812389,22016000,outgoing
794,11/17/2023,1722.62,1293812389,19019000,outgoing
795,12/24/2023,121.96,1293812389,19019000,outgoing
796,7/28/2023,1341.44,1293812389,19013000,outgoing
797,3/8/2024,955.99,1293812389,13005032,outgoing
798,1/24/2024,718.17,1293812389,22009000,outgoing
799,4/4/2024,411.9,1293812389,18030000,outgoing
800,7/29/2023,631.46,1293812389,18009000,outgoing
801,1/22/2024,743.41,1293812389,22016000,outgoing
802,11/5/2023,2168.36,1293812389,18009000,outgoing
803,10/7/2023,2925.46,1293812389,19013000,outgoing
804,2/9/2024,1139.34,1293812389,19019000,outgoing
805,1/2/2024,1882.95,1293812389,22014000,outgoing
806,8/1/2023,479.66,1293812389,18009000,outgoing
807,1/23/2024,120.84,1293812389,20015000,outgoing
808,2/21/2024,1632.21,1293812389,18030000,incoming
809,9/6/2023,1156.82,1293812389,22016000,outgoing
810,7/23/2023,2139.6,1293812389,17006001,outgoing
811,3/3/2024,1006.23,1293812389,20015000,outgoing
812,3/4/2024,1365.26,1293812389,18004000,outgoing
813,5/7/2024,2015.09,1293812389,17018000,outgoing
814,11/12/2023,1651.45,1293812389,21001000,incoming
815,2/10/2024,1222.31,1293812389,22009000,outgoing
816,11/19/2023,1026.91,1293812389,13005032,outgoing
817,11/21/2023,1488.0,1293812389,18030000,outgoing
818,2/6/2024,736.34,1293812389,18009000,outgoing
819,5/14/2024,415.63,1293812389,17006001,outgoing
820,9/29/2023,1134.63,1293812389,22016000,outgoing
821,7/21/2023,2275.23,1293812389,18009000,outgoing
822,4/30/2024,2102.09,1293812389,22016000,incoming
823,3/8/2024,546.94,1293812389,17007000,outgoing
824,8/14/2023,2870.2,1293812389,21001000,outgoing
825,11/14/2023,996.65,1293812389,18009000,outgoing
826,1/24/2024,614.68,1293812389,18004000,outgoing
827,10/19/2023,2749.26,1293812389,17007000,outgoing
828,11/8/2023,1213.6,1293812389,20015000,outgoing
829,5/13/2024,1060.92,1293812389,17007000,outgoing
830,10/20/2023,2158.96,1293812389,17006001,incoming
831,8/22/2023,715.6,1293812389,17018000,outgoing
832,12/14/2023,2542.43,1293812389,17007000,outgoing
833,9/26/2023,1110.42,1293812389,19013000,incoming
834,11/18/2023,709.92,1293812389,19013000,incoming
835,12/19/2023,1077.02,1293812389,19011000,outgoing
836,11/10/2023,822.17,1293812389,19011000,outgoing
837,7/20/2023,1320.63,1293812389,18004000,outgoing
838,1/31/2024,1440.23,1293812389,20015000,outgoing
839,12/2/2023,156.85,1293812389,17018000,outgoing
840,12/18/2023,1522.77,1293812389,17018000,incoming
841,3/15/2024,1429.84,1293812389,13005032,outgoing
842,7/13/2023,1343.12,1293812389,17006001,outgoing
843,7/12/2023,2623.01,1293812389,18030000,incoming
844,8/30/2023,866.57,1293812389,22009000,outgoing
845,2/23/2024,2440.07,1293812389,17006001,outgoing
846,8/12/2023,2068.96,1293812389,17006001,outgoing
847,10/22/2023,1432.64,1293812389,21001000,outgoing
848,12/30/2023,1004.36,1293812389,18004000,outgoing
849,7/10/2023,2794.27,1293812389,19011000,outgoing
850,10/21/2023,929.04,1293812389,13005032,outgoing
851,7/17/2023,927.42,1293812389,19013000,outgoing
852,10/13/2023,643.19,1293812389,22009000,outgoing
853,7/15/2023,2325.37,1293812389,22014000,outgoing
854,8/9/2023,265.74,1293812389,19019000,incoming
855,5/2/2024,2024.18,1293812389,17006001,outgoing
856,12/23/2023,2927.0,1293812389,18009000,outgoing
857,8/14/2023,311.36,1293812389,19013000,outgoing
858,10/7/2023,1167.96,1293812389,17018000,outgoing
859,12/18/2023,2942.41,1293812389,13005032,outgoing
860,8/27/2023,1035.72,1293812389,19013000,outgoing
861,7/28/2023,61.31,1293812389,19011000,outgoing
862,11/9/2023,1847.84,1293812389,19019000,outgoing
863,9/28/2023,2785.75,1293812389,22009000,outgoing
864,10/10/2023,1553.41,1293812389,19001000,incoming
865,7/24/2023,1471.68,1293812389,22016000,outgoing
866,12/26/2023,1189.21,1293812389,19011000,outgoing
867,10/6/2023,751.01,1293812389,19011000,outgoing
868,2/26/2024,1396.81,1293812389,18004000,outgoing
869,11/1/2023,880.83,1293812389,22009000,outgoing
870,12/26/2023,2070.73,1293812389,20015000,outgoing
871,10/5/2023,205.61,1293812389,22016000,incoming
872,4/18/2024,817.77,1293812389,17018000,outgoing
873,2/11/2024,624.24,1293812389,22016000,outgoing
874,10/20/2023,1426.97,1293812389,18004000,outgoing
875,12/2/2023,913.01,1293812389,19011000,outgoing
876,12/21/2023,2642.53,1293812389,22014000,outgoing
877,7/18/2023,2205.04,1293812389,21001000,outgoing
878,5/5/2024,1968.74,1293812389,19019000,outgoing
879,12/23/2023,1112.47,1293812389,19011000,outgoing
880,7/19/2023,258.85,1293812389,22016000,incoming
881,9/23/2023,2290.23,1293812389,20015000,outgoing
882,4/17/2024,489.11,1293812389,17007000,outgoing
883,9/19/2023,2770.62,1293812389,22009000,outgoing
884,2/20/2024,326.39,1293812389,17007000,outgoing
885,2/7/2024,2035.13,1293812389,18009000,outgoing
886,11/9/2023,1792.62,1293812389,18009000,outgoing
887,2/13/2024,2507.12,1293812389,22016000,outgoing
888,1/29/2024,1863.09,1293812389,17007000,outgoing
889,4/23/2024,1967.34,1293812389,19011000,outgoing
890,2/18/2024,1055.83,1293812389,22014000,outgoing
891,10/9/2023,735.81,1293812389,19013000,outgoing
892,2/25/2024,552.04,1293812389,19019000,incoming
893,3/13/2024,639.38,1293812389,17007000,outgoing
894,8/29/2023,61.57,1293812389,13005032,outgoing
895,12/7/2023,319.7,1293812389,18009000,outgoing
896,4/25/2024,2561.86,1293812389,22009000,incoming
897,4/1/2024,510.67,1293812389,20015000,outgoing
898,1/17/2024,2130.69,1293812389,22014000,outgoing
899,12/25/2023,661.19,1293812389,19013000,outgoing
900,9/2/2023,2447.78,1293812389,19001000,outgoing
901,10/17/2023,2728.48,1293812389,19001000,outgoing
902,12/31/2023,2139.25,1293812389,13005032,outgoing
903,8/27/2023,328.51,1293812389,19001000,incoming
904,9/14/2023,1128.99,1293812389,22016000,outgoing
905,10/7/2023,2101.16,1293812389,21001000,outgoing
906,4/15/2024,1428.32,1293812389,18009000,outgoing
907,9/28/2023,54.19,1293812389,22014000,outgoing
908,4/11/2024,529.38,1293812389,22009000,outgoing
909,4/28/2024,1516.56,1293812389,22009000,outgoing
910,4/24/2024,2463.69,1293812389,13005032,outgoing
911,1/15/2024,907.61,1293812389,22009000,outgoing
912,10/15/2023,1829.04,1293812389,17006001,outgoing
913,4/1/2024,1289.42,1293812389,22009000,outgoing
914,3/31/2024,1400.37,1293812389,18009000,outgoing
915,2/24/2024,2119.15,1293812389,19019000,incoming
916,12/31/2023,2300.94,1293812389,22014000,outgoing
917,5/6/2024,895.78,1293812389,22014000,incoming
918,12/4/2023,420.87,1293812389,17018000,outgoing
919,9/15/2023,1849.71,1293812389,17007000,outgoing
920,3/20/2024,790.19,1293812389,20015000,outgoing
921,12/22/2023,2939.21,1293812389,19011000,outgoing
922,8/9/2023,1445.44,1293812389,19013000,outgoing
923,9/29/2023,879.91,1293812389,22009000,outgoing
924,2/13/2024,1105.68,1293812389,22016000,outgoing
925,8/23/2023,970.19,1293812389,19019000,outgoing
926,9/11/2023,1774.01,1293812389,18004000,outgoing
927,7/21/2023,2259.0,1293812389,17006001,outgoing
928,9/23/2023,800.68,1293812389,22014000,outgoing
929,8/10/2023,2974.96,1293812389,19019000,outgoing
930,11/25/2023,803.54,1293812389,17007000,outgoing
931,2/4/2024,2685.98,1293812389,19001000,outgoing
932,2/8/2024,940.5,1293812389,18009000,outgoing
933,10/12/2023,1388.9,1293812389,18030000,outgoing
934,8/23/2023,2884.34,1293812389,21001000,outgoing
935,1/21/2024,599.13,1293812389,21001000,outgoing
936,4/23/2024,2953.61,1293812389,17018000,outgoing
937,12/8/2023,609.97,1293812389,13005032,outgoing
938,4/1/2024,1156.72,1293812389,19013000,incoming
939,4/29/2024,97.6,1293812389,13005032,outgoing
940,4/9/2024,2537.26,1293812389,17006001,outgoing
941,11/8/2023,2798.64,1293812389,22014000,outgoing
942,7/22/2023,3.95,1293812389,17018000,outgoing
943,10/31/2023,577.68,1293812389,22016000,outgoing
944,4/18/2024,950.15,1293812389,17007000,outgoing
945,5/9/2024,2332.75,1293812389,19019000,outgoing
946,7/7/2023,722.27,1293812389,19011000,incoming
947,3/6/2024,133.99,1293812389,17018000,outgoing
948,11/9/2023,2715.56,1293812389,21001000,incoming
949,10/31/2023,411.43,1293812389,20015000,outgoing
950,10/8/2023,2275.02,1293812389,19013000,outgoing
951,1/15/2024,2703.59,1293812389,17018000,outgoing
952,8/6/2023,67.25,1293812389,18030000,outgoing
953,3/30/2024,296.29,1293812389,13005032,outgoing
954,7/24/2023,1385.33,1293812389,22014000,outgoing
955,9/18/2023,2398.37,1293812389,21001000,outgoing
956,3/7/2024,1760.01,1293812389,17018000,outgoing
957,11/5/2023,1636.47,1293812389,19001000,outgoing
958,11/12/2023,189.56,1293812389,18030000,outgoing
959,8/3/2023,332.3,1293812389,21001000,outgoing
960,7/8/2023,777.09,1293812389,13005032,outgoing
961,12/29/2023,2677.09,1293812389,17018000,outgoing
962,10/15/2023,678.59,1293812389,19001000,outgoing
963,5/14/2024,2937.73,1293812389,18030000,outgoing
964,3/22/2024,133.78,1293812389,20015000,outgoing
965,7/16/2023,2813.12,1293812389,19011000,outgoing
966,8/26/2023,37.97,1293812389,22009000,outgoing
967,9/14/2023,1959.94,1293812389,22014000,outgoing
968,12/24/2023,2704.12,1293812389,19011000,incoming
969,1/22/2024,2677.28,1293812389,19013000,incoming
970,1/6/2024,1114.41,1293812389,19019000,outgoing
971,11/12/2023,689.19,1293812389,21001000,outgoing
972,10/10/2023,808.65,1293812389,19019000,outgoing
973,8/31/2023,1838.38,1293812389,17018000,outgoing
974,4/10/2024,144.96,1293812389,19013000,outgoing
975,4/14/2024,2291.07,1293812389,19019000,outgoing
976,3/5/2024,228.72,1293812389,20015000,incoming
977,11/9/2023,1214.95,1293812389,22016000,outgoing
978,4/15/2024,18.67,1293812389,18004000,outgoing
979,9/28/2023,751.22,1293812389,17018000,outgoing
980,2/18/2024,81.92,1293812389,22014000,outgoing
981,3/6/2024,581.8,1293812389,18004000,outgoing
982,3/28/2024,2526.06,1293812389,17006001,outgoing
983,5/10/2024,1410.12,1293812389,19011000,outgoing
984,7/27/2023,131.46,1293812389,18004000,outgoing
985,8/14/2023,1035.77,1293812389,22016000,outgoing
986,4/1/2024,905.2,1293812389,18004000,outgoing
987,10/2/2023,598.55,1293812389,17006001,outgoing
988,1/28/2024,1918.2,1293812389,17018000,outgoing
989,1/14/2024,2336.58,1293812389,21001000,outgoing
990,9/15/2023,1305.17,1293812389,22014000,outgoing
991,11/19/2023,2716.59,1293812389,17007000,outgoing
992,10/8/2023,2146.44,1293812389,13005032,outgoing
993,4/15/2024,1028.91,1293812389,17006001,outgoing
994,7/27/2023,227.05,1293812389,17018000,outgoing
995,2/21/2024,1904.85,1293812389,19019000,outgoing
996,4/24/2024,24.83,1293812389,18009000,incoming
997,1/30/2024,2980.3,1293812389,17006001,outgoing
998,8/3/2023,2691.3,1293812389,18030000,outgoing
999,3/25/2024,349.78,1293812389,17018000,outgoing
1000,9/21/2023,162.25,1293812389,17007000,outgoing
